vm_id,trace_type,cluster_name,datacenter,business_unit,storage_platform
fastStorage_2013-8_200,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_230,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_233,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_266,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_282,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_284,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_299,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_35,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_36,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_394,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_433,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_461,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_491,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_509,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_51,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_529,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_537,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_563,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_586,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_60,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_617,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_640,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_651,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_675,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_683,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_693,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_777,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_793,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_804,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_85,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_910,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_923,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_941,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_947,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_97,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_976,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_983,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_984,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_995,fastStorage,FS-CLUSTER-09,Memphis,Customer Systems,Fast SAN-style storage
fastStorage_2013-8_1020,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1023,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1039,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1047,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1050,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1070,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1092,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1117,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1141,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1154,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1164,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1179,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_119,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1224,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1225,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1231,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1238,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_124,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1244,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_161,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_163,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_175,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_22,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_220,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_247,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_260,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_265,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_313,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_320,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_326,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_371,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_39,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_392,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_411,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_439,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_474,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_496,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_518,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_52,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_524,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_552,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_579,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_604,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_613,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_62,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_666,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_679,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_706,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_719,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_75,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_769,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_77,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_801,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_818,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_856,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_867,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_872,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_925,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_96,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_969,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_978,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_981,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_989,fastStorage,FS-CLUSTER-10,Indianapolis,Analytics,Fast SAN-style storage
fastStorage_2013-8_1,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_100,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1014,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1043,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1074,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1083,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1087,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1098,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1100,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1102,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1110,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_112,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1172,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1178,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_121,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1213,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1219,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_122,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_126,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_167,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_204,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_27,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_286,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_29,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_293,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_294,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_319,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_402,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_407,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_420,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_421,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_452,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_455,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_464,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_478,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_506,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_53,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_582,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_612,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_624,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_645,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_646,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_69,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_690,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_70,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_710,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_722,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_724,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_755,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_770,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_772,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_780,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_822,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_850,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_854,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_907,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_92,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_933,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_94,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_971,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_973,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_974,fastStorage,FS-CLUSTER-11,Dallas,Logistics,Fast SAN-style storage
fastStorage_2013-8_1019,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1029,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_103,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1031,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1041,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1056,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1067,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1118,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1127,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1129,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1130,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1201,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1214,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1234,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1250,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_146,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_166,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_190,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_193,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_203,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_209,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_241,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_263,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_298,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_325,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_339,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_351,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_373,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_387,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_443,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_462,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_466,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_47,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_476,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_488,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_525,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_543,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_546,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_592,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_598,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_623,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_631,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_698,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_702,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_717,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_723,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_737,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_754,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_775,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_798,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_80,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_812,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_820,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_849,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_863,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_897,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_901,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_916,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_953,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_956,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_963,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_968,fastStorage,FS-CLUSTER-12,Atlanta,Operations,Fast SAN-style storage
fastStorage_2013-8_1038,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1055,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1064,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1107,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1115,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1163,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1170,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1203,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1210,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1216,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1217,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_1222,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_123,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_130,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_133,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_160,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_2,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_256,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_259,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_277,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_295,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_317,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_329,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_340,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_370,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_398,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_422,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_425,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_435,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_451,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_473,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_477,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_495,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_501,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_504,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_523,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_554,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
fastStorage_2013-8_555,fastStorage,FS-CLUSTER-13,Memphis,Finance,Fast SAN-style storage
